Ipsm.Iblquad.I_lqtr.I0.I34.I10.I_enjoint.I_jcb,652,134
Ipsm.Iblquad.I_lqtr.I0.I34.I10.I_hilojoint.I_jcb,652,133
Ipsm.Iblquad.I_lqtr.I0.I34.I6.I_enjoint.I_jcb,652,154
Ipsm.Iblquad.I_lqtr.I0.I34.I6.I_hilojoint.I_jcb,652,153
Ipsm.Iblquad.I_lqtr.I0.I34.I7.I_enjoint.I_jcb,652,149
Ipsm.Iblquad.I_lqtr.I0.I34.I7.I_hilojoint.I_jcb,652,148
Ipsm.Iblquad.I_lqtr.I0.I34.I8.I_enjoint.I_jcb,652,143
Ipsm.Iblquad.I_lqtr.I0.I34.I8.I_hilojoint.I_jcb,652,142
Ipsm.Iblquad.I_lqtr.I0.I34.I9.I_enjoint.I_jcb,652,139
Ipsm.Iblquad.I_lqtr.I0.I34.I9.I_hilojoint.I_jcb,652,138
Ipsm.Iblquad.I_lqtr.I0.I35.I10.I_enjoint.I_jcb,652,160
Ipsm.Iblquad.I_lqtr.I0.I35.I10.I_hilojoint.I_jcb,652,159
Ipsm.Iblquad.I_lqtr.I0.I35.I6.I_enjoint.I_jcb,652,180
Ipsm.Iblquad.I_lqtr.I0.I35.I6.I_hilojoint.I_jcb,652,179
Ipsm.Iblquad.I_lqtr.I0.I35.I7.I_enjoint.I_jcb,652,175
Ipsm.Iblquad.I_lqtr.I0.I35.I7.I_hilojoint.I_jcb,652,174
Ipsm.Iblquad.I_lqtr.I0.I35.I8.I_enjoint.I_jcb,652,169
Ipsm.Iblquad.I_lqtr.I0.I35.I8.I_hilojoint.I_jcb,652,168
Ipsm.Iblquad.I_lqtr.I0.I35.I9.I_enjoint.I_jcb,652,165
Ipsm.Iblquad.I_lqtr.I0.I35.I9.I_hilojoint.I_jcb,652,164
Ipsm.Iblquad.I_lqtr.I0.I36.I10.I_enjoint.I_jcb,652,212
Ipsm.Iblquad.I_lqtr.I0.I36.I10.I_hilojoint.I_jcb,652,211
Ipsm.Iblquad.I_lqtr.I0.I36.I6.I_enjoint.I_jcb,652,232
Ipsm.Iblquad.I_lqtr.I0.I36.I6.I_hilojoint.I_jcb,652,231
Ipsm.Iblquad.I_lqtr.I0.I36.I7.I_enjoint.I_jcb,652,227
Ipsm.Iblquad.I_lqtr.I0.I36.I7.I_hilojoint.I_jcb,652,226
Ipsm.Iblquad.I_lqtr.I0.I36.I8.I_enjoint.I_jcb,652,221
Ipsm.Iblquad.I_lqtr.I0.I36.I8.I_hilojoint.I_jcb,652,220
Ipsm.Iblquad.I_lqtr.I0.I36.I9.I_enjoint.I_jcb,652,217
Ipsm.Iblquad.I_lqtr.I0.I36.I9.I_hilojoint.I_jcb,652,216
Ipsm.Iblquad.I_lqtr.I0.I37.I10.I_enjoint.I_jcb,652,186
Ipsm.Iblquad.I_lqtr.I0.I37.I10.I_hilojoint.I_jcb,652,185
Ipsm.Iblquad.I_lqtr.I0.I37.I6.I_enjoint.I_jcb,652,206
Ipsm.Iblquad.I_lqtr.I0.I37.I6.I_hilojoint.I_jcb,652,205
Ipsm.Iblquad.I_lqtr.I0.I37.I7.I_enjoint.I_jcb,652,201
Ipsm.Iblquad.I_lqtr.I0.I37.I7.I_hilojoint.I_jcb,652,200
Ipsm.Iblquad.I_lqtr.I0.I37.I8.I_enjoint.I_jcb,652,195
Ipsm.Iblquad.I_lqtr.I0.I37.I8.I_hilojoint.I_jcb,652,194
Ipsm.Iblquad.I_lqtr.I0.I37.I9.I_enjoint.I_jcb,652,191
Ipsm.Iblquad.I_lqtr.I0.I37.I9.I_hilojoint.I_jcb,652,190
Ipsm.Iblquad.I_lqtr.I4.I34.I10.I_enjoint.I_jcb,652,342
Ipsm.Iblquad.I_lqtr.I4.I34.I10.I_hilojoint.I_jcb,652,341
Ipsm.Iblquad.I_lqtr.I4.I34.I6.I_enjoint.I_jcb,652,362
Ipsm.Iblquad.I_lqtr.I4.I34.I6.I_hilojoint.I_jcb,652,361
Ipsm.Iblquad.I_lqtr.I4.I34.I7.I_enjoint.I_jcb,652,357
